FSC.A	SSC.A	B.530_30.A	V.450_50.A	Population	Cell	Virus	well
123331	93826.3	78.597	146.343	GFP-	K562	MoMLV	G06
77657.8	77320.4	59.4574	61.2743	GFP-	K562	MoMLV	G06
105055	62616	44.0497	98.1202	GFP-	K562	MoMLV	G06
108408	92809.7	65.5129	129.636	GFP-	K562	MoMLV	G06
74761.8	62284.2	60.984	103.756	GFP-	K562	MoMLV	G06
128182	93469.4	102.477	135.952	GFP-	K562	MoMLV	G06
84090.1	61892.2	52.3683	96.4839	GFP-	K562	MoMLV	G06
112528	74506.4	60.5547	103.197	GFP-	K562	MoMLV	G06
121818	98637.3	76.4586	125.149	GFP-	K562	MoMLV	G06
97510.7	97327	73.8912	114.703	GFP-	K562	MoMLV	G06
83918	75215.2	65.5129	115.603	GFP-	K562	MoMLV	G06
117597	81726.1	73.9863	142.896	GFP-	K562	MoMLV	G06
138778	96330.4	50.2402	153.523	GFP-	K562	MoMLV	G06
80268.7	52229.6	76.4586	71.9907	GFP-	K562	MoMLV	G06
78259.6	70499.6	34.8127	93.9422	GFP-	K562	MoMLV	G06
87611.2	57268.6	46.3711	137.871	GFP-	K562	MoMLV	G06
96088	86410.5	72.0835	158.487	GFP-	K562	MoMLV	G06
100619	82029.2	47.9187	128.739	GFP-	K562	MoMLV	G06
83646.4	65407.8	50.1919	67.0916	GFP-	K562	MoMLV	G06
131212	102538	69.8944	145.79	GFP-	K562	MoMLV	G06
131096	79812.7	53.4807	119.801	GFP-	K562	MoMLV	G06
73581.6	59758.6	47.29	82.3332	GFP-	K562	MoMLV	G06
131919	73862.6	78.692	109.898	GFP-	K562	MoMLV	G06
112091	82953.6	64.2738	142.684	GFP-	K562	MoMLV	G06
107061	88909.4	76.9339	162.216	GFP-	K562	MoMLV	G06
126400	104375	68.6089	114.06	GFP-	K562	MoMLV	G06
100455	67642.8	66.4657	123.61	GFP-	K562	MoMLV	G06
74730.7	57329.2	117.195	141.321	GFP-	K562	MoMLV	G06
87878.2	60726.6	61.8901	73.4636	GFP-	K562	MoMLV	G06
102895	83872.6	53.0454	73.4636	GFP-	K562	MoMLV	G06
92337.3	67175.8	49.2729	87.0844	GFP-	K562	MoMLV	G06
102453	79967.9	82.1113	103.498	GFP-	K562	MoMLV	G06
109588	90987.4	78.5495	118.987	GFP-	K562	MoMLV	G06
65022	63160.2	31.3792	99.1962	GFP-	K562	MoMLV	G06
77325.8	70830.6	73.8436	136.975	GFP-	K562	MoMLV	G06
122875	106361	89.2263	132.539	GFP-	K562	MoMLV	G06
88255	65007.6	78.8346	81.8145	GFP-	K562	MoMLV	G06
67144.7	49864.7	38.2463	75.1958	GFP-	K562	MoMLV	G06
86471.9	65961.9	59.1234	82.895	GFP-	K562	MoMLV	G06
68519.8	46280.3	46.4678	73.8534	GFP-	K562	MoMLV	G06
88688.4	71062.2	57.0234	88.034	GFP-	K562	MoMLV	G06
81708.1	65999.2	77.3141	123.096	GFP-	K562	MoMLV	G06
86061.8	53964.4	71.6077	64.7483	GFP-	K562	MoMLV	G06
97227.4	72147.7	88.2783	125.919	GFP-	K562	MoMLV	G06
129297	106209	91.406	149.319	GFP-	K562	MoMLV	G06
90077.3	71629.7	66.7992	111.057	GFP-	K562	MoMLV	G06
84375.3	59219.5	48.0638	93.0371	GFP-	K562	MoMLV	G06
91785.3	65690.7	71.9408	113.717	GFP-	K562	MoMLV	G06
54478.6	42537.9	45.694	65.1389	GFP-	K562	MoMLV	G06
97373.6	83714.2	79.5471	145.535	GFP-	K562	MoMLV	G06
97354.9	80877.2	62.4623	113.631	GFP-	K562	MoMLV	G06
99566	62879.2	56.0208	79.7825	GFP-	K562	MoMLV	G06
120211	120836	76.316	152.632	GFP-	K562	MoMLV	G06
127186	75443.3	73.7009	111.572	GFP-	K562	MoMLV	G06
86570.1	67558.8	156.856	126.218	GFP-	K562	MoMLV	G06
69252.2	56892.8	79.2146	90.5363	GFP-	K562	MoMLV	G06
86237.2	51404.6	25.7698	62.3168	GFP-	K562	MoMLV	G06
102717	75979.8	84.3894	72.9005	GFP-	K562	MoMLV	G06
118239	77066	65.1793	126.902	GFP-	K562	MoMLV	G06
84437.4	51158.9	30.6055	42.7798	GFP-	K562	MoMLV	G06
116992	82294.7	109.701	139.234	GFP-	K562	MoMLV	G06
102772	61260.3	48.9828	129.807	GFP-	K562	MoMLV	G06
144074	104151	112.436	147.661	GFP-	K562	MoMLV	G06
100794	95997.1	167.948	139.362	GFP-	K562	MoMLV	G06
119038	116683	113.662	120.614	GFP-	K562	MoMLV	G06
101991	82581.5	92.1165	105.776	GFP-	K562	MoMLV	G06
84147.7	56835	60.3162	91.2264	GFP-	K562	MoMLV	G06
93920.4	63768.3	64.2262	142.811	GFP-	K562	MoMLV	G06
94264.1	69876.9	78.502	128.867	GFP-	K562	MoMLV	G06
106104	81404	63.2252	117.36	GFP-	K562	MoMLV	G06
69761.2	67986	77.2191	105.819	GFP-	K562	MoMLV	G06
86975.8	49247.3	39.0684	87.2139	GFP-	K562	MoMLV	G06
102724	54712.1	68.3709	85.0118	GFP-	K562	MoMLV	G06
79868	61840.2	55.7343	95.321	GFP-	K562	MoMLV	G06
112556	97410.1	96.3299	99.9708	GFP-	K562	MoMLV	G06
105610	68969.9	69.942	81.2525	GFP-	K562	MoMLV	G06
79730.8	62071.2	69.0851	111.701	GFP-	K562	MoMLV	G06
98850.6	61063.6	47.822	64.7483	GFP-	K562	MoMLV	G06
116085	97222.3	43.566	97.948	GFP-	K562	MoMLV	G06
116808	80504.7	108.049	138.041	GFP-	K562	MoMLV	G06
120217	77047.2	67.7042	119.63	GFP-	K562	MoMLV	G06
121227	115046	118.279	122.027	GFP-	K562	MoMLV	G06
112531	66227.8	52.4167	110.842	GFP-	K562	MoMLV	G06
94889.1	65701	69.7992	127.543	GFP-	K562	MoMLV	G06
105165	99397.7	41.1479	130.619	GFP-	K562	MoMLV	G06
126400	79061.6	98.3642	149.276	GFP-	K562	MoMLV	G06
83318.6	60540.8	41.1479	96.4839	GFP-	K562	MoMLV	G06
92526.6	71997.6	65.7987	106.248	GFP-	K562	MoMLV	G06
105485	66059.8	57.2621	119.458	GFP-	K562	MoMLV	G06
132506	90204	95.8567	123.353	GFP-	K562	MoMLV	G06
79855.8	47858.5	58.0735	73.377	GFP-	K562	MoMLV	G06
118442	77973.9	97.1816	143.109	GFP-	K562	MoMLV	G06
93928.1	73779	86.4291	120.101	GFP-	K562	MoMLV	G06
72734.9	48655.5	52.2232	77.4465	GFP-	K562	MoMLV	G06
91068.2	87317.1	84.247	143.109	GFP-	K562	MoMLV	G06
126898	103705	70.3228	169.494	GFP-	K562	MoMLV	G06
73953.4	63901	105.075	90.105	GFP-	K562	MoMLV	G06
77882	54139.2	71.0367	93.7698	GFP-	K562	MoMLV	G06
105105	103757	80.5445	130.747	GFP-	K562	MoMLV	G06
83303.5	69370.8	71.1795	121.042	GFP-	K562	MoMLV	G06
120558	90267.2	77.9794	135.355	GFP-	K562	MoMLV	G06
68717.8	44430	46.5646	77.9225	GFP-	K562	MoMLV	G06
100517	88258.4	92.1639	151.57	GFP-	K562	MoMLV	G06
134995	109903	59.5528	128.782	GFP-	K562	MoMLV	G06
95093	62793.6	58.0258	140.342	GFP-	K562	MoMLV	G06
90436.8	53760.9	54.7791	116.888	GFP-	K562	MoMLV	G06
88667.6	70886.8	76.3635	91.1401	GFP-	K562	MoMLV	G06
54819.1	46378.5	62.9391	70.1705	GFP-	K562	MoMLV	G06
111625	63623.1	72.5117	115.946	GFP-	K562	MoMLV	G06
80776.8	53069.3	58.0258	78.0523	GFP-	K562	MoMLV	G06
117273	106126	66.7992	125.791	GFP-	K562	MoMLV	G06
93616.9	96966.8	75.1275	125.363	GFP-	K562	MoMLV	G06
72998.2	65265.9	54.6836	109.77	GFP-	K562	MoMLV	G06
133755	96648.4	77.7893	122.968	GFP-	K562	MoMLV	G06
97600.1	58459.6	67.7994	101.003	GFP-	K562	MoMLV	G06
104490	63523.5	24.6577	79.523	GFP-	K562	MoMLV	G06
102152	84896.5	31.1858	101.649	GFP-	K562	MoMLV	G06
92159.7	90429	93.5372	128.398	GFP-	K562	MoMLV	G06
111127	80841.8	75.6505	129.295	GFP-	K562	MoMLV	G06
56475.1	40482.5	27.7041	46.6175	GFP-	K562	MoMLV	G06
114349	64365.9	114.463	142.769	GFP-	K562	MoMLV	G06
109192	81362.3	88.6575	114.403	GFP-	K562	MoMLV	G06
65358.4	79048.2	68.1328	119.844	GFP-	K562	MoMLV	G06
99539.1	100384	71.2746	130.576	GFP-	K562	MoMLV	G06
66669.9	67580.7	36.6504	100.272	GFP-	K562	MoMLV	G06
129843	104383	59.3143	126.603	GFP-	K562	MoMLV	G06
114149	67439.3	57.3576	89.4579	GFP-	K562	MoMLV	G06
114274	63862.7	66.4657	127.714	GFP-	K562	MoMLV	G06
78224.7	86389	76.1734	83.2839	GFP-	K562	MoMLV	G06
73883.5	58637	28.236	74.1999	GFP-	K562	MoMLV	G06
96034.2	65306.2	47.5318	78.0955	GFP-	K562	MoMLV	G06
79912.4	68939.7	66.561	112.13	GFP-	K562	MoMLV	G06
93465.9	39765.1	58.6939	89.7168	GFP-	K562	MoMLV	G06
72655.5	59790.9	49.5148	88.9402	GFP-	K562	MoMLV	G06
105463	121628	47.4351	124.764	GFP-	K562	MoMLV	G06
117524	68131	70.5608	130.405	GFP-	K562	MoMLV	G06
81687	56879.9	54.0626	98.1202	GFP-	K562	MoMLV	G06
118657	134096	61.2224	123.738	GFP-	K562	MoMLV	G06
63899.9	44362.5	5.12432	55.1442	GFP-	K562	MoMLV	G06
96725.1	53515.8	54.0611	97.4313	GFP-	K562	MoMLV	G06
123998	82320	48.1606	103.928	GFP-	K562	MoMLV	G06
71435	80240.8	65.6082	126.389	GFP-	K562	MoMLV	G06
139415	120376	81.779	107.88	GFP-	K562	MoMLV	G06
101557	78767.6	53.1421	116.931	GFP-	K562	MoMLV	G06
60592.1	49149.1	49.2246	71.5574	GFP-	K562	MoMLV	G06
79285	64201.4	63.3682	101.563	GFP-	K562	MoMLV	G06
104819	80884.1	75.1751	138.041	GFP-	K562	MoMLV	G06
114982	74656	64.5598	105.346	GFP-	K562	MoMLV	G06
109096	56222	38.8266	99.1102	GFP-	K562	MoMLV	G06
59448.1	43844.6	27.8491	45.8235	GFP-	K562	MoMLV	G06
81820.6	58268.1	64.1785	123.096	GFP-	K562	MoMLV	G06
73201.6	64448.9	61.2701	66.5709	GFP-	K562	MoMLV	G06
87435.6	65594.4	71.9408	80.8202	GFP-	K562	MoMLV	G06
76746.7	84184.6	53.2872	90.7951	GFP-	K562	MoMLV	G06
82765.5	55095.5	54.9701	108.181	GFP-	K562	MoMLV	G06
75068.3	95341.3	62.9868	101.778	GFP-	K562	MoMLV	G06
117944	106164	57.5962	135.44	GFP-	K562	MoMLV	G06
105690	102451	71.4174	173.677	GFP-	K562	MoMLV	G06
88583.3	62159.9	59.4574	118.559	GFP-	K562	MoMLV	G06
118500	104818	78.8346	120.828	GFP-	K562	MoMLV	G06
109550	65909.1	97.6073	118.174	GFP-	K562	MoMLV	G06
78502.6	52203.7	58.3122	71.1674	GFP-	K562	MoMLV	G06
89603.8	71883.8	81.8265	124.679	GFP-	K562	MoMLV	G06
87722.4	76084.9	74.8898	66.7011	GFP-	K562	MoMLV	G06
130068	107191	52.4167	129.722	GFP-	K562	MoMLV	G06
124849	85582.3	67.0374	142.599	GFP-	K562	MoMLV	G06
85861.6	42302.1	71.5601	74.07	GFP-	K562	MoMLV	G06
107603	66329.3	82.5385	107.021	GFP-	K562	MoMLV	G06
97394.5	97491.8	57.7394	115.088	GFP-	K562	MoMLV	G06
96796.3	92364.9	105.831	127.158	GFP-	K562	MoMLV	G06
99018.8	85157.7	48.0638	95.321	GFP-	K562	MoMLV	G06
69533.7	75717.3	81.3042	97.5174	GFP-	K562	MoMLV	G06
115861	85109.2	76.1734	170.804	GFP-	K562	MoMLV	G06
98515.4	69809.7	54.2059	123.096	GFP-	K562	MoMLV	G06
90911	67547.2	36.8922	57.9713	GFP-	K562	MoMLV	G06
78570.1	52894.4	46.4195	47.0587	GFP-	K562	MoMLV	G06
123184	92636.5	91.2165	159.504	GFP-	K562	MoMLV	G06
70223.8	60902.5	16.4377	53.7517	GFP-	K562	MoMLV	G06
72293.9	49474.4	50.337	76.6676	GFP-	K562	MoMLV	G06
115709	91481.9	111.399	175.112	GFP-	K562	MoMLV	G06
84809.2	60368.8	86.9982	111.915	GFP-	K562	MoMLV	G06
129179	97656.9	68.4185	191.036	GFP-	K562	MoMLV	G06
90906.5	85323.8	84.0572	107.966	GFP-	K562	MoMLV	G06
124467	94575.9	56.4027	108.482	GFP-	K562	MoMLV	G06
79810.9	64266.6	74.6996	112.344	GFP-	K562	MoMLV	G06
132783	113504	83.1081	192.339	GFP-	K562	MoMLV	G06
73481.5	63537.7	43.9046	71.3407	GFP-	K562	MoMLV	G06
138974	83213.9	68.4185	143.194	GFP-	K562	MoMLV	G06
127170	98301.7	90.5532	112.516	GFP-	K562	MoMLV	G06
127022	86974.4	79.3096	132.924	GFP-	K562	MoMLV	G06
87627.9	103208	65.227	98.7228	GFP-	K562	MoMLV	G06
115156	97384.4	44.7268	108.009	GFP-	K562	MoMLV	G06
83119	71628.5	77.3616	112.258	GFP-	K562	MoMLV	G06
56962.1	63635	30.5088	43.5297	GFP-	K562	MoMLV	G06
92392.7	54859	63.7019	86.0051	GFP-	K562	MoMLV	G06
118313	75934.8	73.2253	134.46	GFP-	K562	MoMLV	G06
90236.3	58703.6	58.3122	74.4164	GFP-	K562	MoMLV	G06
69278.3	40460.5	33.4586	52.2716	GFP-	K562	MoMLV	G06
81339.9	82620.3	31.2341	80.6473	GFP-	K562	MoMLV	G06
115793	79574.3	64.7504	128.825	GFP-	K562	MoMLV	G06
84741.9	80618	51.6912	124.807	GFP-	K562	MoMLV	G06
127722	93605.1	64.8457	136.336	GFP-	K562	MoMLV	G06
80931.5	55081.3	39.4069	87.5161	GFP-	K562	MoMLV	G06
115910	109235	70.656	104.744	GFP-	K562	MoMLV	G06
117604	83211.2	72.3214	142.386	GFP-	K562	MoMLV	G06
106642	67675.7	71.6077	78.7012	GFP-	K562	MoMLV	G06
78353	68281.1	76.3635	110.37	GFP-	K562	MoMLV	G06
70477.3	58357.2	23.062	74.7195	GFP-	K562	MoMLV	G06
137379	93173.1	104.65	145.194	GFP-	K562	MoMLV	G06
127010	94652.9	87.662	166.914	GFP-	K562	MoMLV	G06
79319.3	56324.4	29.2031	80.3014	GFP-	K562	MoMLV	G06
60787.4	56984.9	47.5318	88.3361	GFP-	K562	MoMLV	G06
92432.7	46532.1	60.8409	85.3573	GFP-	K562	MoMLV	G06
101453	73179.4	66.8468	120.058	GFP-	K562	MoMLV	G06
123862	124180	46.9031	126.688	GFP-	K562	MoMLV	G06
88115.5	71564.3	59.7914	78.7444	GFP-	K562	MoMLV	G06
75460.6	64381.9	33.4586	49.5713	GFP-	K562	MoMLV	G06
113372	73918	66.6563	112.387	GFP-	K562	MoMLV	G06
65230.5	64294.8	15.8575	74.503	GFP-	K562	MoMLV	G06
92916.6	46543.8	42.2603	105.947	GFP-	K562	MoMLV	G06
102301	57017.9	40.1323	71.4707	GFP-	K562	MoMLV	G06
105013	69909.4	86.9508	128.526	GFP-	K562	MoMLV	G06
119645	86632	66.8945	133.265	GFP-	K562	MoMLV	G06
99574.7	67453.9	95.0521	97.4313	GFP-	K562	MoMLV	G06
69587.1	44641.2	25.6731	68.7397	GFP-	K562	MoMLV	G06
98105.3	104858	75.603	115.603	GFP-	K562	MoMLV	G06
86612	81414.5	59.9822	87.5161	GFP-	K562	MoMLV	G06
107854	63951.4	72.2738	119.63	GFP-	K562	MoMLV	G06
118722	93664.7	69.2279	103.068	GFP-	K562	MoMLV	G06
86502.4	60238.3	38.9717	70.9507	GFP-	K562	MoMLV	G06
52599.4	49950.3	34.2807	58.2321	GFP-	K562	MoMLV	G06
109348	99868.6	73.2728	105.475	GFP-	K562	MoMLV	G06
91192.4	86379.3	64.5598	126.774	GFP-	K562	MoMLV	G06
100762	82920.6	72.5117	88.6381	GFP-	K562	MoMLV	G06
89481.9	73668	52.2232	103.283	GFP-	K562	MoMLV	G06
66851.2	45059.3	38.2463	57.493	GFP-	K562	MoMLV	G06
78733.9	50971.2	34.861	46.3529	GFP-	K562	MoMLV	G06
142365	90731.7	75.3177	156.748	GFP-	K562	MoMLV	G06
74261.9	62636.5	20.3058	91.7007	GFP-	K562	MoMLV	G06
111822	97921.8	105.359	146.003	GFP-	K562	MoMLV	G06
139959	118298	67.9899	162.47	GFP-	K562	MoMLV	G06
102123	87928.5	119.644	141.364	GFP-	K562	MoMLV	G06
115778	103760	54.397	129.167	GFP-	K562	MoMLV	G06
109100	101056	73.035	121.856	GFP-	K562	MoMLV	G06
114746	87780.6	72.7971	120.572	GFP-	K562	MoMLV	G06
107797	80499	62.0332	137.785	GFP-	K562	MoMLV	G06
72247.9	60347.9	69.3707	124.037	GFP-	K562	MoMLV	G06
82682.8	66921	53.8676	74.2865	GFP-	K562	MoMLV	G06
97902.4	66801.9	40.4709	80.0852	GFP-	K562	MoMLV	G06
112708	75687.1	115.217	127.158	GFP-	K562	MoMLV	G06
118589	85563.9	77.4091	124.38	GFP-	K562	MoMLV	G06
74463.4	61385.5	37.9561	52.9246	GFP-	K562	MoMLV	G06
103846	83702.4	50.6272	120.101	GFP-	K562	MoMLV	G06
126385	111285	95.5254	128.654	GFP-	K562	MoMLV	G06
82827.6	55963.1	63.9402	103.971	GFP-	K562	MoMLV	G06
118066	88213.2	59.4574	89.5011	GFP-	K562	MoMLV	G06
97058.3	70219.8	51.6428	116.031	GFP-	K562	MoMLV	G06
121250	78757.8	102.666	140.342	GFP-	K562	MoMLV	G06
88561.9	48348.5	63.2728	93.1664	GFP-	K562	MoMLV	G06
118620	89413.9	34.2324	97.6896	GFP-	K562	MoMLV	G06
102319	63923.3	22.8202	70.9507	GFP-	K562	MoMLV	G06
90013.1	63241.7	52.1748	82.2035	GFP-	K562	MoMLV	G06
103343	72312.7	76.2209	127.158	GFP-	K562	MoMLV	G06
111481	126674	138.993	151.698	GFP-	K562	MoMLV	G06
78610.4	67545.7	69.1327	106.978	GFP-	K562	MoMLV	G06
131612	119201	95.9513	150.593	GFP-	K562	MoMLV	G06
107452	80376.6	72.4166	126.09	GFP-	K562	MoMLV	G06
78485.3	75468.8	50.9657	90.6226	GFP-	K562	MoMLV	G06
86700.8	39748.6	48.5475	91.9163	GFP-	K562	MoMLV	G06
152133	122262	107.578	146.13	GFP-	K562	MoMLV	G06
87585.5	67552.1	76.8388	97.0868	GFP-	K562	MoMLV	G06
95096.9	66914.4	67.7994	107.451	GFP-	K562	MoMLV	G06
103098	61191.5	50.6755	113.759	GFP-	K562	MoMLV	G06
134182	100197	61.5563	124.508	GFP-	K562	MoMLV	G06
73922.3	44894.3	49.6599	50.3554	GFP-	K562	MoMLV	G06
101930	86153	43.7111	94.2869	GFP-	K562	MoMLV	G06
67370.7	61680.9	65.227	91.3557	GFP-	K562	MoMLV	G06
98043.2	61999.3	53.9671	106.42	GFP-	K562	MoMLV	G06
120322	133970	77.5517	142.258	GFP-	K562	MoMLV	G06
61168.8	48938.4	47.6769	61.7956	GFP-	K562	MoMLV	G06
106809	66017.6	62.653	111.314	GFP-	K562	MoMLV	G06
122906	118710	74.6045	122.54	GFP-	K562	MoMLV	G06
97480	57132.8	62.6054	73.2037	GFP-	K562	MoMLV	G06
83120.6	64181.3	42.8406	62.2734	GFP-	K562	MoMLV	G06
137133	109712	122.326	134.417	GFP-	K562	MoMLV	G06
146665	94984	90.032	138.723	GFP-	K562	MoMLV	G06
113199	77516.9	104.65	153.82	GFP-	K562	MoMLV	G06
111246	88932.8	99.4046	106.764	GFP-	K562	MoMLV	G06
93994.6	84447.5	86.4765	116.674	GFP-	K562	MoMLV	G06
83048.1	70088.7	68.9899	126.688	GFP-	K562	MoMLV	G06
73929.3	52975.9	54.7313	85.3141	GFP-	K562	MoMLV	G06
87391	55346.4	29.8318	74.1999	GFP-	K562	MoMLV	G06
74793.5	69356	76.5537	91.097	GFP-	K562	MoMLV	G06
140517	118994	127.356	166.407	GFP-	K562	MoMLV	G06
113220	73582.9	98.8844	104.873	GFP-	K562	MoMLV	G06
115463	96235.4	82.9657	128.269	GFP-	K562	MoMLV	G06
114090	83024.2	64.6551	130.789	GFP-	K562	MoMLV	G06
89068	72490.9	41.8734	85.1414	GFP-	K562	MoMLV	G06
94393.3	75599.1	36.6987	94.5886	GFP-	K562	MoMLV	G06
115941	92064.1	102.761	134.161	GFP-	K562	MoMLV	G06
73267.9	51957.3	47.9187	85.5301	GFP-	K562	MoMLV	G06
97355.7	71449.3	70.7987	108.567	GFP-	K562	MoMLV	G06
138652	111738	128.672	184.388	GFP-	K562	MoMLV	G06
95027.5	78829.5	50.869	86.0051	GFP-	K562	MoMLV	G06
75516.4	51204	25.0929	82.4628	GFP-	K562	MoMLV	G06
82096.4	62440.2	65.0364	91.9594	GFP-	K562	MoMLV	G06
87818.5	82045.3	77.5517	111.014	GFP-	K562	MoMLV	G06
91269.1	42508.4	82.2537	96.3548	GFP-	K562	MoMLV	G06
54128.5	57491.5	26.3985	97.2591	GFP-	K562	MoMLV	G06
127365	106466	93.8686	128.312	GFP-	K562	MoMLV	G06
66664.9	52518.4	50.1435	78.2253	GFP-	K562	MoMLV	G06
95052.8	48038.8	39.6004	74.4597	GFP-	K562	MoMLV	G06
100056	56344.7	30.6539	106.678	GFP-	K562	MoMLV	G06
81442.3	63328.7	68.228	112.516	GFP-	K562	MoMLV	G06
98161.9	62639.3	63.5588	101.563	GFP-	K562	MoMLV	G06
82294.2	54442.5	64.3215	102.724	GFP-	K562	MoMLV	G06
106499	78411.5	59.696	112.13	GFP-	K562	MoMLV	G06
76443.2	65741.1	47.29	83.0678	GFP-	K562	MoMLV	G06
79871.2	70727.4	67.085	86.0051	GFP-	K562	MoMLV	G06
135170	94456.3	79.4521	143.875	GFP-	K562	MoMLV	G06
107725	97901.8	73.4631	95.924	GFP-	K562	MoMLV	G06
85940.8	77849.6	71.7505	129.465	GFP-	K562	MoMLV	G06
67611.4	61810.1	73.6533	95.881	GFP-	K562	MoMLV	G06
129177	118444	83.5352	151.4	GFP-	K562	MoMLV	G06
120086	63240.2	83.2505	73.1171	GFP-	K562	MoMLV	G06
118348	89044.3	99.1682	119.416	GFP-	K562	MoMLV	G06
91068.5	48790.6	62.0809	81.3822	GFP-	K562	MoMLV	G06
103352	73691.3	75.6505	80.2149	GFP-	K562	MoMLV	G06
79476.2	51608.4	52.1748	74.2865	GFP-	K562	MoMLV	G06
105311	68293.8	60.7932	108.439	GFP-	K562	MoMLV	G06
152826	105378	90.6006	173.804	GFP-	K562	MoMLV	G06
92318.1	69907.6	72.8447	129.124	GFP-	K562	MoMLV	G06
93130.8	71023.1	79.4046	137.913	GFP-	K562	MoMLV	G06
73888	52200.7	51.8847	76.1049	GFP-	K562	MoMLV	G06
129495	111932	88.3257	163.317	GFP-	K562	MoMLV	G06
123081	76968.4	60.2208	115.517	GFP-	K562	MoMLV	G06
127279	111686	129.329	180.343	GFP-	K562	MoMLV	G06
53508.5	50309	62.3193	66.9614	GFP-	K562	MoMLV	G06
117329	77019.4	87.2353	147.151	GFP-	K562	MoMLV	G06
110958	86511.8	36.1668	131.174	GFP-	K562	MoMLV	G06
93077.9	61451.6	84.0098	119.287	GFP-	K562	MoMLV	G06
62202.8	38514.7	32.83	46.6175	GFP-	K562	MoMLV	G06
110871	57038.9	121.244	119.159	GFP-	K562	MoMLV	G06
112799	75766.3	96.6611	119.929	GFP-	K562	MoMLV	G06
106996	101587	170.833	157.299	GFP-	K562	MoMLV	G06
66170.6	84293.5	57.9781	86.6095	GFP-	K562	MoMLV	G06
66030.1	59727.7	65.4176	109.34	GFP-	K562	MoMLV	G06
75731.6	42351.1	55.973	81.4687	GFP-	K562	MoMLV	G06
119136	75893.5	48.0638	108.782	GFP-	K562	MoMLV	G06
81816.3	70271.7	59.3143	95.7087	GFP-	K562	MoMLV	G06
70346.2	48663.8	60.3162	55.2312	GFP-	K562	MoMLV	G06
99169.3	78654.9	58.6939	120.186	GFP-	K562	MoMLV	G06
79809	51592.1	43.421	76.0616	GFP-	K562	MoMLV	G06
115716	81029.2	85.0536	139.149	GFP-	K562	MoMLV	G06
109968	86424.7	85.5754	106.291	GFP-	K562	MoMLV	G06
142529	93452.1	105.831	150.848	GFP-	K562	MoMLV	G06
75459.2	48917	73.796	85.4437	GFP-	K562	MoMLV	G06
103064	83071.5	71.0367	114.66	GFP-	K562	MoMLV	G06
122642	73723.6	39.3102	128.355	GFP-	K562	MoMLV	G06
63096.7	58061.6	47.8704	80.8202	GFP-	K562	MoMLV	G06
101512	71489.3	57.4053	102.294	GFP-	K562	MoMLV	G06
84397.1	60981.3	75.3652	93.5974	GFP-	K562	MoMLV	G06
98604.5	49943.7	35.1512	99.3254	GFP-	K562	MoMLV	G06
122531	76437.5	82.4436	119.073	GFP-	K562	MoMLV	G06
83375.4	57209.8	53.9644	116.246	GFP-	K562	MoMLV	G06
82787	64548.9	29.7351	85.7892	GFP-	K562	MoMLV	G06
132737	112224	73.9863	147.788	GFP-	K562	MoMLV	G06
95659.7	52109.2	54.6358	83.8887	GFP-	K562	MoMLV	G06
107733	90695.6	58.5031	170.635	GFP-	K562	MoMLV	G06
100896	64292.9	37.7143	77.7927	GFP-	K562	MoMLV	G06
92947.5	69977.9	83.5827	115.946	GFP-	K562	MoMLV	G06
117245	73420.3	66.4181	134.374	GFP-	K562	MoMLV	G06
79324.8	65173.3	50.6272	94.5455	GFP-	K562	MoMLV	G06
107341	86101.5	51.3526	142.343	GFP-	K562	MoMLV	G06
81823.5	56134.3	59.362	95.5364	GFP-	K562	MoMLV	G06
82237.3	58379.9	64.5121	117.874	GFP-	K562	MoMLV	G06
101155	69684.2	49.418	114.36	GFP-	K562	MoMLV	G06
87728	80525	66.7992	121.128	GFP-	K562	MoMLV	G06
103519	78501	70.656	107.279	GFP-	K562	MoMLV	G06
92480.9	66168.7	55.2567	126.133	GFP-	K562	MoMLV	G06
116906	67393.3	64.7981	129.722	GFP-	K562	MoMLV	G06
97261.1	66722.5	56.546	134.204	GFP-	K562	MoMLV	G06
78788.1	57242.9	34.4258	82.4196	GFP-	K562	MoMLV	G06
111578	67019.3	81.8739	103.326	GFP-	K562	MoMLV	G06
57194.2	49049.1	60.6978	53.4905	GFP-	K562	MoMLV	G06
124445	73071.1	45.5006	117.531	GFP-	K562	MoMLV	G06
114536	98311.1	65.3223	127.628	GFP-	K562	MoMLV	G06
131600	106520	75.7931	163.698	GFP-	K562	MoMLV	G06
94960.5	70401.2	75.603	90.8382	GFP-	K562	MoMLV	G06
133837	112215	133.085	144.982	GFP-	K562	MoMLV	G06
108906	53745.4	82.3012	87.4297	GFP-	K562	MoMLV	G06
71916.3	51857.1	52.0297	69.867	GFP-	K562	MoMLV	G06
98181.4	62011.4	53.2389	108.138	GFP-	K562	MoMLV	G06
94304.8	77900	55.0179	82.2899	GFP-	K562	MoMLV	G06
124094	97173.1	95.2414	145.747	GFP-	K562	MoMLV	G06
101026	88528.3	75.9357	144.131	GFP-	K562	MoMLV	G06
77991.3	60164.4	43.421	89.4579	GFP-	K562	MoMLV	G06
69859	56478.3	56.164	72.164	GFP-	K562	MoMLV	G06
71544.5	65481	33.4103	107.322	GFP-	K562	MoMLV	G06
147570	102824	114.322	148.469	GFP-	K562	MoMLV	G06
104420	55467.4	48.2573	102.896	GFP-	K562	MoMLV	G06
68287.2	48865.8	40.3741	38.9421	GFP-	K562	MoMLV	G06
