FSC.A	SSC.A	B.530_30.A	V.450_50.A	Population	Cell	Virus	well
107907	77017.8	57.6917	79.177	GFP-	K562	MoMLV	G06
90275.3	69656	28.8163	73.0738	GFP-	K562	MoMLV	G06
111167	101559	66.1799	170.72	GFP-	K562	MoMLV	G06
109592	90179.9	46.3711	125.32	GFP-	K562	MoMLV	G06
89406.6	84923.7	72.2263	131.643	GFP-	K562	MoMLV	G06
93178.3	78141.9	69.466	94.3731	GFP-	K562	MoMLV	G06
129984	108729	86.3343	158.572	GFP-	K562	MoMLV	G06
94842.1	61290.1	48.4991	59.4493	GFP-	K562	MoMLV	G06
97292.9	88562.9	115.076	173.423	GFP-	K562	MoMLV	G06
106401	61478.8	68.4661	73.9834	GFP-	K562	MoMLV	G06
75696.9	62802.8	68.7994	83.3271	GFP-	K562	MoMLV	G06
110403	76733	15.6641	72.1207	GFP-	K562	MoMLV	G06
110448	73093.8	94.3894	105.346	GFP-	K562	MoMLV	G06
97318.9	67189.3	42.6472	80.5176	GFP-	K562	MoMLV	G06
113757	100362	97.6073	109.812	GFP-	K562	MoMLV	G06
74936.9	44849.7	26.7369	47.4998	GFP-	K562	MoMLV	G06
135487	115575	96.8504	146.173	GFP-	K562	MoMLV	G06
87545.1	72391.6	46.0809	86.739	GFP-	K562	MoMLV	G06
82190	91071.4	69.0851	96.5701	GFP-	K562	MoMLV	G06
93338.9	64759.3	118.137	85.9619	GFP-	K562	MoMLV	G06
73294.5	58812.3	35.4414	106.033	GFP-	K562	MoMLV	G06
88606.6	80289.8	82.0164	103.111	GFP-	K562	MoMLV	G06
74512.9	43122.3	57.3098	64.8351	GFP-	K562	MoMLV	G06
60526.1	36395.8	36.07	69.9971	GFP-	K562	MoMLV	G06
100280	77200.2	81.5891	122.07	GFP-	K562	MoMLV	G06
97704.2	90814.8	107.955	124.508	GFP-	K562	MoMLV	G06
99252.2	55371.9	67.7994	86.0482	GFP-	K562	MoMLV	G06
103865	63988.4	51.5461	100.057	GFP-	K562	MoMLV	G06
109446	83680.1	114.275	135.014	GFP-	K562	MoMLV	G06
114918	127572	89.3685	148.469	GFP-	K562	MoMLV	G06
125276	109895	82.3012	189.06	GFP-	K562	MoMLV	G06
89689.6	88212.5	55.209	134.843	GFP-	K562	MoMLV	G06
108129	83670.3	70.1324	134.417	GFP-	K562	MoMLV	G06
109164	65652.9	69.3707	107.193	GFP-	K562	MoMLV	G06
104628	77948.7	82.5385	154.118	GFP-	K562	MoMLV	G06
113118	65168.6	50.9657	108.267	GFP-	K562	MoMLV	G06
108038	83177.2	46.226	89.1128	GFP-	K562	MoMLV	G06
87983.6	65701.6	89.4633	107.966	GFP-	K562	MoMLV	G06
122679	100564	96.7558	141.108	GFP-	K562	MoMLV	G06
125173	72848.2	71.1319	100.1	GFP-	K562	MoMLV	G06
82422.3	80398	90.1267	110.285	GFP-	K562	MoMLV	G06
117437	109870	93.5372	143.322	GFP-	K562	MoMLV	G06
73457.1	56640.1	49.3213	99.3254	GFP-	K562	MoMLV	G06
123193	78202.2	71.1319	132.753	GFP-	K562	MoMLV	G06
111305	65504.5	55.8298	58.7103	GFP-	K562	MoMLV	G06
110111	65795.4	76.2685	111.443	GFP-	K562	MoMLV	G06
75590.6	60798.1	58.8371	90.2775	GFP-	K562	MoMLV	G06
107614	88019.2	77.2666	133.094	GFP-	K562	MoMLV	G06
64796.8	69231.1	55.9253	108.138	GFP-	K562	MoMLV	G06
56260.5	42877.3	40.5676	58.3191	GFP-	K562	MoMLV	G06
87667.7	73299	82.0164	113.974	GFP-	K562	MoMLV	G06
100503	111726	77.4091	120.7	GFP-	K562	MoMLV	G06
107379	85466.1	66.037	99.5405	GFP-	K562	MoMLV	G06
75640.8	48956.3	34.5225	38.2804	GFP-	K562	MoMLV	G06
116262	64739.9	47.3867	73.5503	GFP-	K562	MoMLV	G06
101372	82894.4	88.5627	94.9333	GFP-	K562	MoMLV	G06
65572	38730.6	30.0736	38.6774	GFP-	K562	MoMLV	G06
92628.1	60330.8	46.226	71.4274	GFP-	K562	MoMLV	G06
140941	105205	91.1217	171.354	GFP-	K562	MoMLV	G06
111388	103223	112.955	151.825	GFP-	K562	MoMLV	G06
80745.7	55945.3	34.861	74.4164	GFP-	K562	MoMLV	G06
92653.8	73976.4	62.7961	148.681	GFP-	K562	MoMLV	G06
72225.9	67024.1	84.5791	92.175	GFP-	K562	MoMLV	G06
110267	80776.7	62.367	117.017	GFP-	K562	MoMLV	G06
61420.7	59190.6	31.9112	74.1133	GFP-	K562	MoMLV	G06
115564	82684.6	56.2118	111.829	GFP-	K562	MoMLV	G06
94810.1	78901.4	111.918	130.832	GFP-	K562	MoMLV	G06
117543	70174.1	76.1259	119.501	GFP-	K562	MoMLV	G06
62887.1	48970.1	33.5554	82.5492	GFP-	K562	MoMLV	G06
77595.8	76994	53.8676	115.474	GFP-	K562	MoMLV	G06
109042	86960.9	97.2289	146.258	GFP-	K562	MoMLV	G06
73156.3	62085.3	78.4545	48.3821	GFP-	K562	MoMLV	G06
125630	104618	80.402	162.385	GFP-	K562	MoMLV	G06
85973.1	74561.4	74.7471	102.294	GFP-	K562	MoMLV	G06
98690.9	75340.9	42.5021	103.068	GFP-	K562	MoMLV	G06
76733.6	46781	73.4155	80.2149	GFP-	K562	MoMLV	G06
115974	97067.6	68.6089	153.736	GFP-	K562	MoMLV	G06
72199.4	51875.9	93.0637	120.144	GFP-	K562	MoMLV	G06
79491.9	69882	84.7689	101.219	GFP-	K562	MoMLV	G06
110836	71375.9	65.3699	109.426	GFP-	K562	MoMLV	G06
113960	69879	72.2263	136.507	GFP-	K562	MoMLV	G06
82429.7	67232.7	72.8447	95.1487	GFP-	K562	MoMLV	G06
66364.1	64942	136.227	126.133	GFP-	K562	MoMLV	G06
71347	53783.6	45.4038	82.8085	GFP-	K562	MoMLV	G06
125666	84786.4	90.3163	129.081	GFP-	K562	MoMLV	G06
102850	64037.9	49.2729	97.7757	GFP-	K562	MoMLV	G06
95180.5	73306.2	35.2479	87.775	GFP-	K562	MoMLV	G06
140700	130782	118.561	178.319	GFP-	K562	MoMLV	G06
88629.2	59218.5	60.507	97.4313	GFP-	K562	MoMLV	G06
117965	70012	111.352	147.321	GFP-	K562	MoMLV	G06
89311.5	59079.6	50.9657	111.057	GFP-	K562	MoMLV	G06
89775.4	59436.1	39.9389	82.6789	GFP-	K562	MoMLV	G06
86030.2	93641.4	89.1315	122.241	GFP-	K562	MoMLV	G06
119347	91194.7	93.111	106.248	GFP-	K562	MoMLV	G06
120750	65305.5	67.6565	122.583	GFP-	K562	MoMLV	G06
105306	61917.5	94.5788	117.831	GFP-	K562	MoMLV	G06
70037.7	78892.3	58.3599	91.7869	GFP-	K562	MoMLV	G06
59827.9	66130.5	53.7709	72.7706	GFP-	K562	MoMLV	G06
51979.2	56118.1	32.8783	75.7586	GFP-	K562	MoMLV	G06
84700.1	75738.6	83.203	102.982	GFP-	K562	MoMLV	G06
81010.8	66367.6	83.9623	62.6208	GFP-	K562	MoMLV	G06
77123.4	49671.1	24.9478	71.8607	GFP-	K562	MoMLV	G06
102761	86799.3	72.0835	101.219	GFP-	K562	MoMLV	G06
110550	89171.6	77.2666	120.743	GFP-	K562	MoMLV	G06
127901	128663	87.4249	149.743	GFP-	K562	MoMLV	G06
100154	76404	57.7871	94.6747	GFP-	K562	MoMLV	G06
80042.6	46811.5	43.2275	81.2525	GFP-	K562	MoMLV	G06
85197.2	57777.4	83.3454	81.7281	GFP-	K562	MoMLV	G06
79997.6	60525.7	78.6445	108.825	GFP-	K562	MoMLV	G06
81347.8	51899.3	45.3555	85.6164	GFP-	K562	MoMLV	G06
88418.4	63469.5	64.4168	90.8382	GFP-	K562	MoMLV	G06
62996.6	48251.9	59.4097	69.867	GFP-	K562	MoMLV	G06
84764.9	81453.4	84.8164	114.831	GFP-	K562	MoMLV	G06
103685	103552	38.1012	96.5701	GFP-	K562	MoMLV	G06
63556.1	55925	46.8064	72.2073	GFP-	K562	MoMLV	G06
105646	80959.5	66.561	115.817	GFP-	K562	MoMLV	G06
78694.2	55429.3	41.9701	80.1284	GFP-	K562	MoMLV	G06
90860.5	77346.7	40.1807	132.668	GFP-	K562	MoMLV	G06
91940.1	66079.7	45.4522	118.002	GFP-	K562	MoMLV	G06
93912.1	68067.8	29.4449	86.7822	GFP-	K562	MoMLV	G06
119703	73535.5	71.6553	116.631	GFP-	K562	MoMLV	G06
87386.1	54098	42.5021	113.545	GFP-	K562	MoMLV	G06
111877	52495.8	61.1747	98.6798	GFP-	K562	MoMLV	G06
57621	52936.8	45.0169	97.0868	GFP-	K562	MoMLV	G06
88292.4	62486	33.8939	61.0571	GFP-	K562	MoMLV	G06
88145.2	67615.9	64.9887	35.6779	GFP-	K562	MoMLV	G06
121080	87329.4	87.662	101.95	GFP-	K562	MoMLV	G06
107217	83370.7	70.1324	102.509	GFP-	K562	MoMLV	G06
115999	84328.3	78.502	113.502	GFP-	K562	MoMLV	G06
101953	71127.4	92.8743	150.423	GFP-	K562	MoMLV	G06
121018	81509.9	91.8323	148.894	GFP-	K562	MoMLV	G06
70342.9	59672.5	61.6517	100.831	GFP-	K562	MoMLV	G06
87574.3	50660.5	36.0217	67.1783	GFP-	K562	MoMLV	G06
83771.5	54263	60.173	118.73	GFP-	K562	MoMLV	G06
93703	68125.4	44.7268	78.5714	GFP-	K562	MoMLV	G06
85344	69088.1	87.6146	123.31	GFP-	K562	MoMLV	G06
104935	77543.9	81.0668	120.272	GFP-	K562	MoMLV	G06
109749	80998.1	80.9244	124.037	GFP-	K562	MoMLV	G06
82198.8	43009.1	44.3882	82.2035	GFP-	K562	MoMLV	G06
100461	65379.4	70.3228	89.8462	GFP-	K562	MoMLV	G06
85521.1	72341	46.3711	102.466	GFP-	K562	MoMLV	G06
124714	90349.8	100.019	140.853	GFP-	K562	MoMLV	G06
58812.3	42616.8	35.7799	48.1174	GFP-	K562	MoMLV	G06
94980.7	69600.4	51.5461	100.014	GFP-	K562	MoMLV	G06
105401	87236.2	81.6366	107.837	GFP-	K562	MoMLV	G06
69321.5	72781.7	52.7069	66.1804	GFP-	K562	MoMLV	G06
66820.2	61948.3	71.3222	113.588	GFP-	K562	MoMLV	G06
133842	92492.6	127.732	133.734	GFP-	K562	MoMLV	G06
86050.4	79213.5	70.7035	101.391	GFP-	K562	MoMLV	G06
65040.5	57910.2	41.4865	75.5854	GFP-	K562	MoMLV	G06
76444.2	80693.7	55.0657	120.657	GFP-	K562	MoMLV	G06
81632.2	76074.2	69.3707	124.636	GFP-	K562	MoMLV	G06
101664	88874.4	87.8042	135.44	GFP-	K562	MoMLV	G06
68158.1	46107.8	65.7987	71.9474	GFP-	K562	MoMLV	G06
75682.6	69569	90.3637	128.44	GFP-	K562	MoMLV	G06
74671.6	51842.3	56.4505	57.7539	GFP-	K562	MoMLV	G06
117971	63495.4	75.5554	81.5984	GFP-	K562	MoMLV	G06
121958	94516.4	69.0375	121.085	GFP-	K562	MoMLV	G06
81291.9	73591.8	48.2089	122.626	GFP-	K562	MoMLV	G06
97947.3	81176.1	87.1879	100.444	GFP-	K562	MoMLV	G06
71183	47284.1	39.6971	81.7281	GFP-	K562	MoMLV	G06
78975.8	69045	34.4258	98.2493	GFP-	K562	MoMLV	G06
63478.4	62034.6	40.3741	79.0905	GFP-	K562	MoMLV	G06
104392	66164.3	67.7042	119.673	GFP-	K562	MoMLV	G06
79560.7	44769.3	78.2169	81.6848	GFP-	K562	MoMLV	G06
100358	71688.6	52.852	138.595	GFP-	K562	MoMLV	G06
77726.5	67196.1	81.9214	119.587	GFP-	K562	MoMLV	G06
99884.9	70743.9	70.418	112.43	GFP-	K562	MoMLV	G06
122584	93497.6	86.4291	172.705	GFP-	K562	MoMLV	G06
83814.8	64612.6	83.1556	105.389	GFP-	K562	MoMLV	G06
86898.2	60070.6	65.1317	92.6492	GFP-	K562	MoMLV	G06
137214	139016	99.7829	159.546	GFP-	K562	MoMLV	G06
54666.9	58983.1	33.5554	75.5854	GFP-	K562	MoMLV	G06
75223.8	62760.5	68.2756	111.014	GFP-	K562	MoMLV	G06
78492.7	70258.7	80.0221	92.8216	GFP-	K562	MoMLV	G06
90780.1	74346.7	70.5608	120.358	GFP-	K562	MoMLV	G06
94899.1	73256.1	66.2752	110.413	GFP-	K562	MoMLV	G06
129396	70851.4	68.1328	115.26	GFP-	K562	MoMLV	G06
119801	86029.7	107.294	133.308	GFP-	K562	MoMLV	G06
90171.5	81756.3	80.1645	105.131	GFP-	K562	MoMLV	G06
76818.3	48386	52.3199	78.6579	GFP-	K562	MoMLV	G06
121166	89241.2	72.2738	118.645	GFP-	K562	MoMLV	G06
69665.4	65046.8	45.6457	72.294	GFP-	K562	MoMLV	G06
103230	70258.7	59.6483	103.67	GFP-	K562	MoMLV	G06
115166	112269	43.7595	99.2823	GFP-	K562	MoMLV	G06
70695.1	54845.6	58.169	107.837	GFP-	K562	MoMLV	G06
101897	76763.7	63.8925	149.106	GFP-	K562	MoMLV	G06
109636	64838.3	66.3228	109.855	GFP-	K562	MoMLV	G06
84603.9	56415.7	54.0127	110.628	GFP-	K562	MoMLV	G06
122875	65868.9	53.1905	124.722	GFP-	K562	MoMLV	G06
77987.7	67002.4	71.1319	122.369	GFP-	K562	MoMLV	G06
99160.9	69211.8	48.8377	106.033	GFP-	K562	MoMLV	G06
108279	62345.1	67.3231	114.274	GFP-	K562	MoMLV	G06
93941.7	61901.3	56.9757	113.931	GFP-	K562	MoMLV	G06
91912.1	73763.1	50.6272	104.314	GFP-	K562	MoMLV	G06
101628	75677.8	62.9868	92.6923	GFP-	K562	MoMLV	G06
108468	65262.2	68.0851	121.727	GFP-	K562	MoMLV	G06
124042	78867.9	85.1959	99.9708	GFP-	K562	MoMLV	G06
91768.4	77895.4	102.146	130.96	GFP-	K562	MoMLV	G06
115831	104811	51.7396	135.654	GFP-	K562	MoMLV	G06
100324	71058.7	53.8715	123.225	GFP-	K562	MoMLV	G06
83713.4	82884.1	84.0572	117.788	GFP-	K562	MoMLV	G06
107488	76850.2	25.0929	96.0102	GFP-	K562	MoMLV	G06
55105.2	66286	33.6037	95.6656	GFP-	K562	MoMLV	G06
115767	72097.2	59.6005	143.492	GFP-	K562	MoMLV	G06
76250.8	72597.9	82.1113	93.7267	GFP-	K562	MoMLV	G06
64004.5	53521.7	14.407	93.7698	GFP-	K562	MoMLV	G06
75539.4	51378.7	45.7907	123.781	GFP-	K562	MoMLV	G06
129530	135496	88.7523	176.801	GFP-	K562	MoMLV	G06
105839	86372.7	52.2716	141.406	GFP-	K562	MoMLV	G06
77932.9	64713	38.9717	57.6669	GFP-	K562	MoMLV	G06
96539.5	75600.9	84.247	130.448	GFP-	K562	MoMLV	G06
87805.6	53988.1	66.0846	128.611	GFP-	K562	MoMLV	G06
80656.9	62500.6	68.9899	86.6959	GFP-	K562	MoMLV	G06
122974	78124.2	63.7495	110.327	GFP-	K562	MoMLV	G06
71541.7	53424.1	74.2716	101.089	GFP-	K562	MoMLV	G06
122500	80703	87.3775	119.501	GFP-	K562	MoMLV	G06
80416.6	64153.1	136.602	87.0412	GFP-	K562	MoMLV	G06
83756.3	64430.3	77.3141	86.6095	GFP-	K562	MoMLV	G06
90316.8	73794.1	48.354	111.958	GFP-	K562	MoMLV	G06
76230	55849.3	113.756	88.3361	GFP-	K562	MoMLV	G06
89907.4	55646.4	62.7484	76.4512	GFP-	K562	MoMLV	G06
82014	66767	55.3045	79.35	GFP-	K562	MoMLV	G06
100968	76611.1	65.9417	109.941	GFP-	K562	MoMLV	G06
63046.9	47389.7	33.4586	88.3792	GFP-	K562	MoMLV	G06
134436	122896	79.1671	146.173	GFP-	K562	MoMLV	G06
67934.4	69554.6	51.0624	101.348	GFP-	K562	MoMLV	G06
84111.5	74425.6	63.2252	140.001	GFP-	K562	MoMLV	G06
83641.5	76794.4	102.099	143.365	GFP-	K562	MoMLV	G06
100535	90114.4	37.2307	119.416	GFP-	K562	MoMLV	G06
63817.9	61522.7	56.8324	92.175	GFP-	K562	MoMLV	G06
106278	79047.6	65.6082	128.056	GFP-	K562	MoMLV	G06
78070.5	73692.5	60.0776	73.4203	GFP-	K562	MoMLV	G06
113834	103924	81.3042	126.133	GFP-	K562	MoMLV	G06
81991.3	65493.9	79.6421	106.764	GFP-	K562	MoMLV	G06
101586	54126.9	50.8206	89.5011	GFP-	K562	MoMLV	G06
103720	80259.6	81.3042	132.881	GFP-	K562	MoMLV	G06
97197.8	89488.3	112.483	125.62	GFP-	K562	MoMLV	G06
122866	77741	69.1803	114.017	GFP-	K562	MoMLV	G06
84908.7	65519.8	66.6087	137.103	GFP-	K562	MoMLV	G06
142203	133223	129.987	182.366	GFP-	K562	MoMLV	G06
83907.8	52557	50.2886	97.3883	GFP-	K562	MoMLV	G06
119272	95954.4	63.5588	121.599	GFP-	K562	MoMLV	G06
126622	103186	72.7496	120.272	GFP-	K562	MoMLV	G06
114141	72811.8	66.7516	103.885	GFP-	K562	MoMLV	G06
86053.1	63582.5	65.7035	124.764	GFP-	K562	MoMLV	G06
78286.9	50523.1	60.6501	73.4203	GFP-	K562	MoMLV	G06
102115	57282.2	66.2752	90.7089	GFP-	K562	MoMLV	G06
111842	65876.1	91.6902	162.639	GFP-	K562	MoMLV	G06
94637.6	69388.2	98.5534	114.145	GFP-	K562	MoMLV	G06
89292.2	57990.5	52.9487	118.945	GFP-	K562	MoMLV	G06
90160.6	74637.9	57.5485	123.995	GFP-	K562	MoMLV	G06
130878	100430	99.3573	165.518	GFP-	K562	MoMLV	G06
124270	64205.8	80.402	95.1056	GFP-	K562	MoMLV	G06
97999.8	84330.2	91.7376	95.5795	GFP-	K562	MoMLV	G06
89840	88715.2	67.2755	104.572	GFP-	K562	MoMLV	G06
131201	110273	92.4954	155.985	GFP-	K562	MoMLV	G06
77301.9	46367.9	27.9459	86.5232	GFP-	K562	MoMLV	G06
94998	80160.4	67.2279	121.77	GFP-	K562	MoMLV	G06
73026.7	65390.1	45.1137	92.2181	GFP-	K562	MoMLV	G06
81454.9	42293	43.8562	50.9216	GFP-	K562	MoMLV	G06
96018.6	82302.1	74.5094	112.087	GFP-	K562	MoMLV	G06
120795	90120.5	126.698	143.577	GFP-	K562	MoMLV	G06
111782	71185	55.4955	117.231	GFP-	K562	MoMLV	G06
75555.9	70242.9	44.4366	96.0102	GFP-	K562	MoMLV	G06
86048.4	66815.1	58.5031	64.3142	GFP-	K562	MoMLV	G06
83314.1	71817.1	62.1762	93.5543	GFP-	K562	MoMLV	G06
93146.2	70435.6	74.9373	131.216	GFP-	K562	MoMLV	G06
138937	89168.1	90.9796	161.496	GFP-	K562	MoMLV	G06
97295.5	82740.9	86.2394	123.182	GFP-	K562	MoMLV	G06
52175.2	42486.9	76.2209	70.4739	GFP-	K562	MoMLV	G06
59864.7	46739.3	49.5631	72.7706	GFP-	K562	MoMLV	G06
100188	65241.3	82.1113	111.272	GFP-	K562	MoMLV	G06
64405.6	38153.4	40.9061	77.4898	GFP-	K562	MoMLV	G06
94640	64238.4	76.6012	87.3866	GFP-	K562	MoMLV	G06
99853.4	82511.7	34.5225	88.1203	GFP-	K562	MoMLV	G06
55253.8	58471.2	14.1652	56.8841	GFP-	K562	MoMLV	G06
81688.3	63975.8	74.652	110.671	GFP-	K562	MoMLV	G06
96806.2	105412	57.0234	152.08	GFP-	K562	MoMLV	G06
83640.8	77051.5	51.4494	100.616	GFP-	K562	MoMLV	G06
110366	71642	53.8715	94.4593	GFP-	K562	MoMLV	G06
61050.7	64286.2	41.4381	76.581	GFP-	K562	MoMLV	G06
75558.5	47724.5	65.3699	116.203	GFP-	K562	MoMLV	G06
94429.6	64639.9	68.9899	125.32	GFP-	K562	MoMLV	G06
87853.1	67898.4	90.3163	117.745	GFP-	K562	MoMLV	G06
95257	75726.4	82.1113	138.68	GFP-	K562	MoMLV	G06
123738	93922.2	105.311	149.191	GFP-	K562	MoMLV	G06
92558.4	62846.3	76.0308	127.928	GFP-	K562	MoMLV	G06
71304.1	47197.2	31.9112	58.9277	GFP-	K562	MoMLV	G06
108015	74601.6	54.5403	78.182	GFP-	K562	MoMLV	G06
71467.9	53983.2	53.2389	60.5791	GFP-	K562	MoMLV	G06
104778	62403	74.2241	87.9908	GFP-	K562	MoMLV	G06
70582	52678.3	37.2307	97.7757	GFP-	K562	MoMLV	G06
93279.9	63025	72.8923	109.984	GFP-	K562	MoMLV	G06
145307	102833	98.2223	197.379	GFP-	K562	MoMLV	G06
136189	133838	68.0851	195.532	GFP-	K562	MoMLV	G06
110419	72407.2	79.1196	90.1481	GFP-	K562	MoMLV	G06
88652.4	50532.4	44.8235	88.6381	GFP-	K562	MoMLV	G06
105481	122540	43.9046	141.662	GFP-	K562	MoMLV	G06
137071	106722	66.4181	123.653	GFP-	K562	MoMLV	G06
86148.8	75883	61.1271	104.701	GFP-	K562	MoMLV	G06
76833.8	59776	39.8905	81.8145	GFP-	K562	MoMLV	G06
64074.8	44806.4	40.8578	58.4495	GFP-	K562	MoMLV	G06
105090	86123.3	64.0832	140.597	GFP-	K562	MoMLV	G06
97950.5	76900.7	117.195	120.4	GFP-	K562	MoMLV	G06
103651	66623.2	71.7505	122.112	GFP-	K562	MoMLV	G06
87341.2	46068.5	31.4759	77.9225	GFP-	K562	MoMLV	G06
92353.5	63608.7	66.3705	112.301	GFP-	K562	MoMLV	G06
102711	75558.4	82.1588	109.426	GFP-	K562	MoMLV	G06
71472.6	64520	46.8547	60.5357	GFP-	K562	MoMLV	G06
108726	85114.1	52.0297	117.574	GFP-	K562	MoMLV	G06
102149	66090.9	65.1317	107.451	GFP-	K562	MoMLV	G06
91410.3	41406.1	52.3683	82.2035	GFP-	K562	MoMLV	G06
81836.8	56927.2	52.0781	72.9005	GFP-	K562	MoMLV	G06
149603	117391	100.445	187.251	GFP-	K562	MoMLV	G06
90807.8	60798.4	51.9814	103.369	GFP-	K562	MoMLV	G06
100175	87662.3	38.4397	131.43	GFP-	K562	MoMLV	G06
104420	72093.7	77.2666	135.398	GFP-	K562	MoMLV	G06
100044	71525.2	44.4849	113.717	GFP-	K562	MoMLV	G06
135928	97882.7	77.8843	143.067	GFP-	K562	MoMLV	G06
120115	108353	56.7847	102.294	GFP-	K562	MoMLV	G06
100295	74992.1	73.035	127.458	GFP-	K562	MoMLV	G06
116110	107389	75.2226	105.26	GFP-	K562	MoMLV	G06
143232	111460	102.808	135.824	GFP-	K562	MoMLV	G06
93964.7	66887.6	59.9345	93.425	GFP-	K562	MoMLV	G06
96749.6	87687.1	41.3897	98.2063	GFP-	K562	MoMLV	G06
120123	109961	102.383	114.017	GFP-	K562	MoMLV	G06
125211	87446.2	62.653	102.38	GFP-	K562	MoMLV	G06
138042	114751	89.3211	160.479	GFP-	K562	MoMLV	G06
127102	87165.6	70.8463	99.5836	GFP-	K562	MoMLV	G06
88230.5	69305	44.63	110.628	GFP-	K562	MoMLV	G06
55609.3	45822.6	31.8144	71.9907	GFP-	K562	MoMLV	G06
94040.5	71948.7	41.9217	104.959	GFP-	K562	MoMLV	G06
79896.2	57382.5	47.4835	116.289	GFP-	K562	MoMLV	G06
108106	65849.3	79.8321	154.415	GFP-	K562	MoMLV	G06
70589.2	53434.5	47.8704	90.2775	GFP-	K562	MoMLV	G06
98868.3	70653	62.7007	59.4927	GFP-	K562	MoMLV	G06
100842	65564.3	81.0193	114.831	GFP-	K562	MoMLV	G06
54070.6	56332.3	52.852	83.8455	GFP-	K562	MoMLV	G06
90164.9	59761.3	40.2291	86.0914	GFP-	K562	MoMLV	G06
110224	84460.2	66.7516	108.181	GFP-	K562	MoMLV	G06
106792	67366	75.4128	125.149	GFP-	K562	MoMLV	G06
90628.2	59868.7	36.3602	75.0659	GFP-	K562	MoMLV	G06
132528	112995	96.3772	160.14	GFP-	K562	MoMLV	G06
86858.7	72067.7	80.4495	97.948	GFP-	K562	MoMLV	G06
87993.4	62261.2	82.2062	95.4071	GFP-	K562	MoMLV	G06
101955	95721.2	98.4115	108.439	GFP-	K562	MoMLV	G06
151899	113386	118.09	161.157	GFP-	K562	MoMLV	G06
85817.6	63154.9	61.1747	86.7822	GFP-	K562	MoMLV	G06
84637.7	72099.8	56.4027	88.4655	GFP-	K562	MoMLV	G06
95881.9	76699	83.0132	117.146	GFP-	K562	MoMLV	G06
74568	61497.7	72.4641	105.26	GFP-	K562	MoMLV	G06
73076.4	61467.7	66.2752	88.8539	GFP-	K562	MoMLV	G06
86790.1	74097	77.5517	96.3978	GFP-	K562	MoMLV	G06
80121.2	58442.2	50.2402	90.9676	GFP-	K562	MoMLV	G06
132027	134826	100.208	176.252	GFP-	K562	MoMLV	G06
84372.6	72535.1	62.0332	88.2066	GFP-	K562	MoMLV	G06
78576.8	61094.5	56.3073	70.6039	GFP-	K562	MoMLV	G06
82648.2	92346.9	89.6529	131.003	GFP-	K562	MoMLV	G06
91800.5	66283.9	65.1793	80.2149	GFP-	K562	MoMLV	G06
108638	70893	55.8775	130.917	GFP-	K562	MoMLV	G06
96094.3	78813.2	90.3163	140.597	GFP-	K562	MoMLV	G06
123776	85737.2	68.1328	160.479	GFP-	K562	MoMLV	G06
105003	61164.3	58.8848	134.587	GFP-	K562	MoMLV	G06
110487	71666.6	57.6917	130.149	GFP-	K562	MoMLV	G06
73500.3	71325	44.5333	125.406	GFP-	K562	MoMLV	G06
123957	78334.6	69.5612	163.867	GFP-	K562	MoMLV	G06
109345	78679.5	70.2276	105.518	GFP-	K562	MoMLV	G06
97565.6	74260.9	54.7791	85.8323	GFP-	K562	MoMLV	G06
108423	71963.5	69.6088	104.744	GFP-	K562	MoMLV	G06
80373.9	77289.8	54.1095	72.3806	GFP-	K562	MoMLV	G06
55799.8	68210.3	90.5532	86.6527	GFP-	K562	MoMLV	G06
83065.5	66951.7	46.3711	86.6527	GFP-	K562	MoMLV	G06
97432.6	69017	35.4897	118.559	GFP-	K562	MoMLV	G06
59018.1	35780.6	-0.637	47.8527	GFP-	K562	MoMLV	G06
110914	70325.5	44.1464	116.16	GFP-	K562	MoMLV	G06
60557.3	44481.4	32.2013	57.8843	GFP-	K562	MoMLV	G06
90660.7	54698.6	52.465	103.369	GFP-	K562	MoMLV	G06
100775	73657.1	68.4661	115.131	GFP-	K562	MoMLV	G06
59267.4	61048.3	52.9971	91.0539	GFP-	K562	MoMLV	G06
109924	88249.2	39.9389	100.745	GFP-	K562	MoMLV	G06
118190	85742.6	77.7893	102.982	GFP-	K562	MoMLV	G06
74922	44642	47.7737	102.595	GFP-	K562	MoMLV	G06
88634.2	52552.6	72.8923	75.975	GFP-	K562	MoMLV	G06
91970.5	60874.3	49.418	89.3285	GFP-	K562	MoMLV	G06
121548	97274.1	83.6301	111.701	GFP-	K562	MoMLV	G06
82193	70967.1	61.3178	96.7854	GFP-	K562	MoMLV	G06
74533.2	92521.8	66.1323	126.004	GFP-	K562	MoMLV	G06
69094.7	68599.6	83.725	112.644	GFP-	K562	MoMLV	G06
106635	97082	103.517	136.762	GFP-	K562	MoMLV	G06
64641.3	75060.6	54.4448	108.138	GFP-	K562	MoMLV	G06
141104	92243.9	185.089	173.635	GFP-	K562	MoMLV	G06
78662.2	72275.7	28.5745	101.434	GFP-	K562	MoMLV	G06
111209	100038	193.842	100.616	GFP-	K562	MoMLV	G06
72048.8	59839.7	27.2205	53.9693	GFP-	K562	MoMLV	G06
113332	88835.7	88.9893	119.972	GFP-	K562	MoMLV	G06
133303	126313	106.917	141.619	GFP-	K562	MoMLV	G06
105145	82494.5	44.0013	101.391	GFP-	K562	MoMLV	G06
92179.8	65043.8	54.2537	90.1481	GFP-	K562	MoMLV	G06
85676.2	53562.6	39.552	69.867	GFP-	K562	MoMLV	G06
